zatu_handle,zatu_title,reason,bgg_id,bgg_name,score
witty-witches,Witty Witches,"QUALITY_GATE: shrunk=6.67, usersrated=77",423070,Witty Witches,100.0
3-things,3 Things,"QUALITY_GATE: shrunk=6.31, usersrated=59",285599,3 Things,100.0
professor-noggin-reptiles-and-amphibians,Professor Noggin: Reptiles and Amphibians,"QUALITY_GATE: shrunk=6.47, usersrated=9",23795,Professor Noggin's Reptiles & Amphibians,97.5609756097561
professor-noggin-earth-science,Professor Noggin: Earth Science,"QUALITY_GATE: shrunk=6.46, usersrated=9",23786,Professor Noggin's Earth Science,96.7741935483871
iq-busters-brain-trainers,IQ Busters Brain Trainers,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.42105263157895
cribbage-board,Cribbage Board,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,75.0
chess-checkers-wooden,Chess & Checkers Wooden,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,84.0
soul-raiders-standard,Soul Raiders Standard,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.72727272727273
spooky-goose,Spooky Goose,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.81818181818181
rising-sun-celestial-influence-expansion-1st-edition,Rising Sun: Celestial Influence Expansion 1st Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.75949367088608
employee-disposal-program,Employee Disposal Program,"QUALITY_GATE: shrunk=6.46, usersrated=4",459944,Employee Disposal Program,100.0
synchro-horizon-the-secret-expedition-box,Synchro Horizon: The Secret Expedition Box,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.5
guess-that-noise,Guess That Noise,"QUALITY_GATE: shrunk=6.49, usersrated=1",467156,Guess That Noise,100.0
assassins-creed-animus-collectors-edition,Assassins Creed: Animus - Collectors Edition,"QUALITY_GATE: shrunk=6.52, usersrated=1",445690,Assassin's Creed: Animus,93.33333333333333
stellar-ventures,Stellar Ventures,"QUALITY_GATE: shrunk=6.83, usersrated=49",359963,Stellar Ventures,100.0
avatar-journey-of-aang-deluxe-edition,Avatar: Journey of Aang - Deluxe Edition,"QUALITY_GATE: shrunk=6.56, usersrated=12",414825,Avatar: Journey of Aang,100.0
chainlink,Chainlink,"QUALITY_GATE: shrunk=6.50, usersrated=3",464909,Chainlink,100.0
robo-rescue-origins-yellow-deck,Robo Rescue: Origins Yellow Deck,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.0
robo-rescue-origins-purple-deck,Robo Rescue: Origins Purple Deck,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.0
robo-rescue-origins-red-deck,Robo Rescue: Origins Red Deck,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.85106382978724
dingbats-to-go-green,Dingbats To Go - Green,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
too-much-party-game,Too Much Party Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,75.0
dingbats-to-go-orange,Dingbats To Go - Orange,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.86486486486487
sinister-institute,Sinister Institute,"QUALITY_GATE: shrunk=6.57, usersrated=31",413913,Sinister Institute,100.0
the-weakest-link,The Weakest Link,"QUALITY_GATE: shrunk=5.93, usersrated=57",10094,Weakest Link,100.0
sins-gloom-of-greed,SINS: Gloom of Greed,"QUALITY_GATE: shrunk=6.46, usersrated=9",302301,SINS: Gloom of Greed – Battle Pack,95.0
lets-learn-nature,Let's Learn Nature,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.22222222222221
dungeonology-the-expedition-leonardos-workshop,Dungeonology - The Expedition: Leonardo's Workshop,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,69.6969696969697
ice-palace,Ice Palace,"QUALITY_GATE: shrunk=6.51, usersrated=4",61898,Ice Palace,100.0
solar-snap-card-game,Solar Snap! Card Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.81818181818181
100-board-games-bucket-list,100 Board Games Bucket List,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
sorcerer-endbringer,Sorcerer: Endbringer,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
reload-team-sponsor-pack,Reload: Team Sponsor Pack,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.29268292682926
your-party-in-the-game-among-cultists-exp,Your Party in the Game!: Among Cultists Exp,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,75.40983606557377
battles-of-napoleon-volume-ii-quatre-bras-1815-wartenburg-1813-ltd-edition-in-wooden-box,Battles Of Napoleon Volume II: Quatre Bras 1815 / Wartenburg 1813 - Ltd Edition in Wooden Box,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.18181818181819
dungeons-and-dragons-rpg-fools-gold-into-the-bellowing-wilds-box-set,Dungeons and Dragons RPG: Fools Gold Into The Bellowing Wilds: Box Set,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.17699115044248
fled,Fled,"QUALITY_GATE: shrunk=5.94, usersrated=160",382444,Fled,100.0
the-rookies,The Rookies,"QUALITY_GATE: shrunk=6.62, usersrated=8",448207,The Rookies,100.0
satanimals,Satanimals,"QUALITY_GATE: shrunk=6.59, usersrated=47",261244,Satanimals,100.0
5-second-rule-board-game,5 Second Rule Board Game,"QUALITY_GATE: shrunk=5.52, usersrated=2982",86073,5 Second Rule,100.0
deadly-doodles-2,Deadly Doodles 2,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
hm-queen-elizabeth-ii-single-image-puzzle-1000-pieces,"HM Queen Elizabeth II Single Image Puzzle (1,000 pieces)",LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,52.63157894736843
claim-reinforcements-mercenaries,Claim: Reinforcements - Mercenaries,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
mario-kart-racing-dx,Mario Kart Racing DX,"QUALITY_GATE: shrunk=6.53, usersrated=1",408991,Mario Kart Racing Deluxe,91.89189189189189
naruto-ninja-arena-genin-pack-expansion,Naruto Ninja Arena + Genin Pack Expansion,"QUALITY_GATE: shrunk=6.57, usersrated=15",338573,Naruto: Ninja Arena – Core Game + Genin Pack Expansion,100.0
whitstable-and-herne-bay-monopoly,Whitstable and Herne Bay Monopoly,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,70.37037037037037
history-of-the-ancients-seas-i-hellas-2nd-edition,History of the Ancients Seas I: HELLAS 2nd edition,"QUALITY_GATE: shrunk=6.87, usersrated=68",342090,History of the Ancient Seas I: HELLAS,98.46153846153847
subbuteo-red-white-black-player-set,Subbuteo Red/White/Black Player Set,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,63.33333333333333
turbo-sleuth,Turbo Sleuth,"QUALITY_GATE: shrunk=6.44, usersrated=20",334206,Turbo Sleuth,100.0
warfighter-support-expansion-3,Warfighter - Support Expansion 3,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.51724137931035
genius-music-genius-playing-cards,Genius Music (Genius Playing Cards),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.38461538461539
cats-kittens,Cats & Kittens,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
precognition,Precognition,"QUALITY_GATE: shrunk=6.49, usersrated=329",364556,Precognition,100.0
do-or-drink-act-out-or-blackout,Do or Drink Act Out Or Blackout,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,59.70149253731343
paw-patrol-mini-memory,Paw Patrol Mini Memory,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
monopoly-gremlins,Monopoly: Gremlins,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.25
joggles,Joggles,"QUALITY_GATE: shrunk=6.50, usersrated=0",466868,Joggles,100.0
dungeonology-the-expedition-triple-threat,Dungeonology - The Expedition: Triple Threat,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.66666666666666
the-cube-area-51,The Cube: Area 51,"QUALITY_GATE: shrunk=6.18, usersrated=18",358460,The Cube: Area 51,100.0
shape-aliens,Shape Aliens,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.19047619047619
remember,reMEmber,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
pocket-detective,Pocket Detective,"QUALITY_GATE: shrunk=6.61, usersrated=659",275589,Pocket Detective,100.0
wolfenstein-board-game-old-blood-expansion,Wolfenstein Board Game: Old Blood Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.96296296296296
picture-perfect-movie-star-expansion,Picture Perfect Movie Star Expansion,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
deck-chairs-on-the-titanic,Deck Chairs On The Titanic,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,79.06976744186046
pixies,Pixies,"QUALITY_GATE: shrunk=7.08, usersrated=4632",411875,Pixies,100.0
speed,Speed,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
traveller-specialist-forces,Traveller: Specialist Forces,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.29268292682926
whack-slash-hack-slash-2,Whack & Slash: Hack & Slash 2,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.86956521739131
waffle-topple,Waffle Topple,"QUALITY_GATE: shrunk=6.49, usersrated=2",381530,Waffle Topple,100.0
aves,Aves,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
history-of-the-ancient-seas-heroes-and-events-bonus-cards,History of the Ancient Seas: Heroes and Events Bonus Cards,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.08510638297872
sound-box-kickstarter-edition,Sound Box - Kickstarter Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
pathfinder-arena-core-set,Pathfinder Arena: Core Set,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,85.18518518518519
word-traveler,Word Traveler,"QUALITY_GATE: shrunk=6.39, usersrated=341",400508,Word Traveler,100.0
flapjacks-sasquatches-dice-game,Flapjacks & Sasquatches Dice Game,"QUALITY_GATE: shrunk=6.55, usersrated=52",400143,Flapjacks & Sasquatches Dice Game,100.0
the-baby-shower-game,The Baby Shower Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.4814814814815
zookeepers,ZooKeepers,"QUALITY_GATE: shrunk=5.82, usersrated=138",283482,Zookeepers,100.0
what,What?,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
quiz-cube-foodies-quiz,Quiz Cube - Foodies Quiz,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.86486486486487
girls-night-drinking-game,Girls Night Drinking Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.19047619047619
21-inches,21 Inches,"QUALITY_GATE: shrunk=6.51, usersrated=2",431046,21 Inches,100.0
rumblebots,Rumblebots,"QUALITY_GATE: shrunk=6.59, usersrated=192",426045,Rumblebots,100.0
flow,Flow Untamed Rivers,"QUALITY_GATE: shrunk=6.46, usersrated=38",400274,Flow: Untamed Rivers,100.0
the-grinch-waddingtons-number-1-playing-cards,The Grinch Waddingtons Number 1 Playing Cards,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,63.76811594202898
shark-stack-up-wooden-balancing-game,Shark Stack-up! Wooden Balancing Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.41772151898735
bugs-buddy,Bugs Buddy,"QUALITY_GATE: shrunk=6.46, usersrated=16",438466,Bugs Buddy,100.0
letter-grab,Letter Grab,"QUALITY_GATE: shrunk=6.50, usersrated=0",446460,Letter grab,100.0
everything-all-in-bundle-kickstarter,Everything All-In Bundle (Kickstarter),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.625
dara-deluxe,Dara Deluxe,"QUALITY_GATE: shrunk=6.39, usersrated=30",34319,Dara,100.0
komikan,Komikan,"QUALITY_GATE: shrunk=6.39, usersrated=18",64831,Komikan,100.0
dinosaurs-matching-game,Dinosaurs! Matching Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.19047619047619
history-of-the-ancients-seas-expansion-2-pirates-barbarians-2nd-edition,History of the Ancients Seas Expansion 2: PIRATES & BARBARIANS 2nd edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.08510638297872
bear-mountain-camping-rough-terrain-expansion,Bear Mountain Camping Rough Terrain Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.0
dragon-clans,Dragon Clans,"QUALITY_GATE: shrunk=6.41, usersrated=32",417796,Dragon Clans,100.0
turnip,Turnip,"QUALITY_GATE: shrunk=6.45, usersrated=40",421314,Turnip,100.0
go-slow,Go Slow,"QUALITY_GATE: shrunk=6.60, usersrated=89",291549,Go Slow!,100.0
savage-worlds-rpg-adventure-edition-players-box,Savage Worlds RPG: Adventure Edition Player's Box,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,63.29113924050633
zoology,Zoology,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
picante,Picante,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.92307692307692
collector-s-memory-christmas,Collector's memory - Christmas,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,67.64705882352942
what-the-sketch,What the Sketch?,"QUALITY_GATE: shrunk=6.57, usersrated=6",466716,What the Sketch?,100.0
classified-information,Classified Information,"QUALITY_GATE: shrunk=6.68, usersrated=138",392471,Classified Information,100.0
guess-that-noise-travel,Guess That Noise - Travel,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,82.05128205128204
guess-that-noise-volume-2-travel,Guess That Noise Volume 2 - Travel,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
world-football-stars-top-trumps-dash,World Football Stars Top Trumps Dash,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.67164179104478
world-football-stars-top-200-top-trumps-pack-3-refresh,World Football Stars Top 200 Top Trumps - Pack 3 - refresh,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,56.470588235294116
world-football-stars-top-200-top-trumps-pack-4-refresh,World Football Stars Top 200 Top Trumps - Pack 4 - refresh,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,56.470588235294116
world-football-stars-top-200-top-trumps-starter-kit-refresh,World Football Stars Top 200 Top Trumps - Starter Kit - refresh,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,53.333333333333336
epic-encounters-boss-box-lair-of-the-red-dragon-rpg,Epic Encounters - Boss Box - Lair of the Red Dragon RPG,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,54.54545454545454
world-football-stars-top-200-top-trumps-pack-5-refresh,World Football Stars Top 200 Top Trumps - Pack 5 - refresh,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,56.470588235294116
world-football-stars-top-200-top-trumps-pack-6-refresh,World Football Stars Top 200 Top Trumps - Pack 6 - refresh,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,56.470588235294116
epic-encounters-boss-box-lair-of-the-drider,Epic Encounters - Boss Box - Lair of the Drider,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,56.71641791044777
epic-encounters-warband-box-forest-of-the-damned-rpg,Epic Encounters - Warband Box - Forest of the Damned RPG,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,56.75675675675676
epic-encounters-boss-box-glade-of-the-evil-oak-rpg,Epic Encounters - Boss Box - Glade of the Evil Oak RPG,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,56.75675675675676
epic-encounters-boss-box-nest-of-the-dinosaur,Epic Encounters - Boss Box - Nest of the Dinosaur,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,57.57575757575757
epic-encounters-warband-box-steppe-of-the-lizard-thane,Epic Encounters - Warband Box - Steppe of the Lizard Thane,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,57.49999999999999
invincible-superhero-roleplaying-starter-set,Invincible – Superhero Roleplaying Starter Set,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,59.77011494252873
kpop-demon-hunters-battle-for-the-spotlight,KPop Demon Hunters Battle for the Spotlight,"QUALITY_GATE: shrunk=6.54, usersrated=5",472581,KPop Demon Hunters: Battle for the Spotlight,100.0
mimir-s-challenge,Mimir's Challenge,"QUALITY_GATE: shrunk=6.63, usersrated=28",412006,Mimir's Challenge,100.0
the-witcher-path-of-destiny-ronin,The Witcher: Path of Destiny - Ronin,"QUALITY_GATE: shrunk=6.93, usersrated=100",405135,The Witcher: Path of Destiny – Ronin,100.0
one-piece-pair-up,One Piece - Pair Up,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.33333333333334
uno-bluey,UNO Bluey,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,77.77777777777779
i-suck-at-drawing,I suck at Drawing,"QUALITY_GATE: shrunk=6.51, usersrated=1",475197,I Suck at Drawing,100.0
groopums-suspects,Groopums: Suspects,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.96551724137932
eat-me,Eat Me!,"QUALITY_GATE: shrunk=6.50, usersrated=0",144917,Eat Me!,100.0
earth-express,Earth Express,"QUALITY_GATE: shrunk=6.77, usersrated=36",467570,Earth Express,100.0
my-first-million,My First Million,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.33333333333334
flat-earth-the-game,Flat Earth: The Game,"QUALITY_GATE: shrunk=6.45, usersrated=4",200598,Last Earth,90.0
dragon-ball-z-remember,Dragon Ball Z: Remember,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,74.4186046511628
dead-therapist-9000,Dead Therapist 9000,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.111111111111114
behind-the-lens,Behind the Lens,"QUALITY_GATE: shrunk=6.50, usersrated=1",68079,Behind the Lens,100.0
boba-blast,Boba Blast,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
blorp,Blorp!,"QUALITY_GATE: shrunk=6.53, usersrated=34",465047,BLORP!,100.0
agricola-special-edition-wooden-edition,Agricola Special Edition (Wooden Edition),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.19047619047619
berry-cherry-parrot-punch,Berry Cherry Parrot Punch,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,57.14285714285714
discordia-magna-expansion,Discordia: Magna Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.5
north-american-railways,North American Railways,"QUALITY_GATE: shrunk=6.60, usersrated=572",191438,North American Railways,100.0
stereo-mind-blue,Stereo Mind Blue,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.4814814814815
call-my-trash,Call My Trash!,"QUALITY_GATE: shrunk=6.50, usersrated=2",458318,Call My Trash,100.0
gangster,Gangster,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
stereo-mind-yellow,Stereo Mind Yellow,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,75.86206896551724
backgammon-playte,Backgammon Playte,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,87.5
layer-puzzle,Layer Puzzle,"QUALITY_GATE: shrunk=6.62, usersrated=36",412816,Layer Puzzle,100.0
starfall-playte,Starfall Playte,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,74.07407407407408
playte-mini-chip-120,Playte Mini Chip 120,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.111111111111114
playte-rack-6,Playte Rack 6,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.72727272727273
keva-structures-400,Keva: Structures 400,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.51612903225806
spin-monkeys,Spin Monkeys,"QUALITY_GATE: shrunk=5.99, usersrated=197",132188,Spin Monkeys,100.0
space-cadets-dice-duel-die-fighter,Space Cadets: Dice Duel - Die Fighter,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
culls,Culls,"QUALITY_GATE: shrunk=6.61, usersrated=58",69,Culls,100.0
tenpenny-parks-fairview-challenges,Tenpenny Parks: Fairview Challenges,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.61538461538461
photo-dump,Photo Dump,"QUALITY_GATE: shrunk=6.50, usersrated=0",471821,Photo Dump,100.0
momo,Momo,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
tenpenny-parks-innovation,Tenpenny Parks Innovation,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,71.7948717948718
who-would-you-choose-to-save-the-world,Who Would You Choose To Save The World,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,74.07407407407408
don-t-wake-dad-bluey,Don't Wake Dad! Bluey,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,77.77777777777779
cock-a-doodle,Cock-A-Doodle,"QUALITY_GATE: shrunk=6.51, usersrated=1",42564,Cock-a-doodle-moo!,95.0
laughing-toy-story-alien-game-ml,Laughing Toy Story Alien Game (ML),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,69.0909090909091
exploding-kittens-rage-mode,Exploding Kittens Rage Mode,"QUALITY_GATE: shrunk=6.50, usersrated=0",476128,Exploding Kittens: Rage Mode,100.0
last-one-laughing,Last one Laughing,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this title as a prefix,,,80.0
kitsu,Kitsu,"QUALITY_GATE: shrunk=6.66, usersrated=115",429411,Kitsu,100.0
lupus-in-tabula-new-edition,Lupus in Tabula New Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,77.41935483870968
power-hungry-pets-small,Power Hungry Pets Small,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,85.0
professor-puzzle-sudoku,Professor Puzzle: Sudoku,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.17073170731707
professor-puzzle-solitaire,Professor Puzzle: Solitaire,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.18181818181819
pink-pond-frog,Pink Pond Frog!,"QUALITY_GATE: shrunk=6.52, usersrated=4",468668,Ping Pond Frog!,92.85714285714286
paleolino,Paleolino,"QUALITY_GATE: shrunk=6.57, usersrated=36",464279,Paleolino,100.0
odysseus,Odysseus,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
the-first-tsar-ivan-the-terrible,The First Tsar: Ivan the Terrible,"QUALITY_GATE: shrunk=7.07, usersrated=298",409553,The First Tsar: Ivan the Terrible,100.0
windmill-valley-duel,Windmill Valley: Duel,"QUALITY_GATE: shrunk=6.54, usersrated=2",466295,Windmill Valley: Duel,100.0
dance-of-ibexe,Dance of Ibexe,"QUALITY_GATE: shrunk=6.55, usersrated=886",13005,Dance of Ibexes,96.55172413793103
too-sloth-to-win,Too Sloth to Win,"QUALITY_GATE: shrunk=6.61, usersrated=47",445918,Too Sloth To Win,100.0
meow-10,Meow 10,"QUALITY_GATE: shrunk=6.30, usersrated=36",448154,Meow 10,100.0
leaning-tower-of-pizza,Leaning Tower of Pizza,"QUALITY_GATE: shrunk=6.48, usersrated=3",467943,Leaning Tower of Pizza,100.0
stubborn-mules,Stubborn Mules,"QUALITY_GATE: shrunk=6.29, usersrated=71",367558,Stubborn Mules,100.0
aardman-trivia-race-game,Aardman Trivia Race Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,77.77777777777779
too-many-detectives,Too Many Detectives,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.08108108108108
taxi-over,Taxi Over,"QUALITY_GATE: shrunk=6.14, usersrated=33",422814,Taxi Over,100.0
meow-in-a-row,Meow In a Row,"QUALITY_GATE: shrunk=6.46, usersrated=7",448155,Meow in a Row,100.0
meow-cala,Meow-Cala,"QUALITY_GATE: shrunk=6.39, usersrated=21",448156,Meow-Cala,100.0
express-cross,Express Cross,"QUALITY_GATE: shrunk=6.51, usersrated=67",424149,Express Cross,100.0
parrotdigm,Parrotdigm,"QUALITY_GATE: shrunk=6.35, usersrated=35",352434,Parrotdigm,100.0
club-unlock-cash,Club Unlock (Cash),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.4814814814815
number-chain,Number Chain,"QUALITY_GATE: shrunk=6.35, usersrated=110",421921,Number Chain,100.0
four-corner-detective,Four Corner Detective,"QUALITY_GATE: shrunk=6.44, usersrated=91",431240,Four Corner Detective,100.0
yut-scholar,Yut Scholar,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,69.56521739130434
yut-lady,Yut Lady,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
pack-back-robot,Pack-Back Robot,"QUALITY_GATE: shrunk=6.53, usersrated=6",468670,Pack-Back Robot,100.0
silly-cow,Silly Cow,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.6842105263158
zombie-chess,Zombie Chess,"QUALITY_GATE: shrunk=6.49, usersrated=13",67052,Zombie Chess,100.0
depot,Depot,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
candy-tap,Candy Tap,"QUALITY_GATE: shrunk=6.51, usersrated=6",468669,Candy Tap!,100.0
gouda-gouda,Gouda Gouda,"QUALITY_GATE: shrunk=5.62, usersrated=232",3352,Gouda! Gouda! Cat Attack,95.0
run-mule-run,"Run, Mule, Run","QUALITY_GATE: shrunk=6.37, usersrated=57",418917,"Run, Mule, Run",100.0
venice-connection-triple-layer,Venice Connection Triple Layer,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.34042553191489
one-fowl-poop,One Fowl Poop,"QUALITY_GATE: shrunk=6.50, usersrated=0",467274,One Fowl Poop,100.0
debtzilla,Debtzilla,"QUALITY_GATE: shrunk=6.40, usersrated=54",218988,Debtzilla,100.0
